,year,tmax,max_tmax,std_tmax,min_tmax,std_tmin,min_tmin,tmin,max_tmin,continent,period
255,1923,18.3,43.16666667,11.18989347,-30.6,10.4469518,-39.4,4.75,26.15,Norte América,1900-2015
256,1924,18.3,41.65,12.06422381,-36.7,10.86207634,-42.8,4.4,27.2,Norte América,1900-2015
257,1925,18.12,58.66666667,11.83110761,-27.8,10.5632025,-37.06666667,4.6,27.8,Norte América,1900-2015
258,1926,18.05,43.05,11.77010467,-26.1,10.50017629,-37.2,4.633333333,27.76666667,Norte América,1900-2015
259,1927,18.6,40.36666667,11.48324228,-55.6,10.25379828,-41.4,5.55,26.1,Norte América,1900-2015
260,1928,18.33333333,42.35,11.03784591,-32.2,9.994248346,-40,4.75,28.3,Norte América,1900-2015
261,1929,18.05,41.95,12.27090729,-35.6,11.24157663,-45,4.75,26.95,Norte América,1900-2015
262,1930,18.86666667,45,12.11469897,-31.1,10.75831381,-41.1,5.4,29.4,Norte América,1900-2015
263,1931,19.43333333,43.46,11.18004989,-18.5,9.735859155,-32.2,5.85,28.33333333,Norte América,1900-2015
264,1932,18.875,41.11666667,12.00442864,-30.6,10.66150227,-41.1,5.183333333,27.8,Norte América,1900-2015
265,1933,18.925,44.15,11.87522051,-30.125,10.69541617,-41.1,5.4,33.3,Norte América,1900-2015
266,1934,20,46.95,12.17580028,-28.9,10.68245875,-37.2,5.766666667,30.6,Norte América,1900-2015
267,1935,17.8,42.76666667,11.89596619,-33.9,10.64097077,-46.1,4.975,27.8,Norte América,1900-2015
268,1936,19.15,48.6,13.68165224,-34.4,12.14338626,-47.8,5.3,31.13333333,Norte América,1900-2015
269,1937,18.2,43.66666667,12.5686681,-31.7,11.22019167,-39.83333333,5,27.1,Norte América,1900-2015
270,1938,19.88,43.3,11.57821051,-35.25,10.33902298,-45.8,6.15,31.8,Norte América,1900-2015
271,1939,19.68,45.3,11.65504217,-31.95,10.44451873,-44.15,5.166666667,41.66666667,Norte América,1900-2015
272,1940,18.6,46.95,12.41908235,-26.1,10.79520862,-35.25,5.2,27.8,Norte América,1900-2015
273,1941,18.9,42.23333333,11.62690531,-27.8,10.23208612,-36.95,5.766666667,27.8,Norte América,1900-2015
274,1942,19.15,41.8,11.74841598,-26.525,10.58648606,-38.3,5,27.2,Norte América,1900-2015
275,1943,18.6,43,12.02384192,-36.95,11.1209305,-45.55,4.433333333,43.325,Norte América,1900-2015
276,1944,18.6,41.9,11.68177078,-23.3,10.46120525,-36.25,5,26.4,Norte América,1900-2015
277,1945,18.5,41.33333333,11.76017724,-26.1,10.46153315,-36.1,5,28.05,Norte América,1900-2015
278,1946,19.61339286,44.7,10.75881343,-23.9,9.914115505,-40.73333333,5.766666667,27.25,Norte América,1900-2015
279,1947,18.3,43.9,12.02385554,-33.3,10.66452015,-42.8,5.275,29.4,Norte América,1900-2015
280,1948,19.06666667,40.85,12.01738267,-25.6,11.029095,-39.23333333,5.439444444,26.5,Norte América,1900-2015
281,1949,19.7,42.23333333,11.70604423,-29.2,10.8613246,-40.03333333,5.366666667,26.65,Norte América,1900-2015
282,1950,18.875,42.12,11.84820936,-33.9,10.90456152,-44.4,5,26.15,Norte América,1900-2015
283,1951,18.35,43.4,12.08661263,-31.1,10.98257659,-39.725,4.875,27.8,Norte América,1900-2015
284,1952,19,42.78,11.75974064,-30,10.20885816,-37.23333333,4.633333333,28.13333333,Norte América,1900-2015
285,1953,19.34,43.68333333,11.22038509,-28.9,9.710735513,-37.2,5.183333333,27.5,Norte América,1900-2015
286,1954,18.7,48.05,11.49420544,-32.2,10.20955417,-40.55,5,29.15,Norte América,1900-2015
287,1955,19.61666667,42.91111111,12.52636051,-24.45,11.28370017,-38.225,5.3,28.65,Norte América,1900-2015
288,1956,19.175,44.2,11.76624174,-28.05,10.46976735,-37.1,4.816666667,27.5,Norte América,1900-2015
289,1957,18.3,41.1,11.41518076,-28.9,10.42436965,-41.1,5.45,27.03333333,Norte América,1900-2015
290,1958,18.78,42.83333333,11.7508821,-24.45,10.54707352,-34.78,4.928571429,26.65,Norte América,1900-2015
291,1959,18.33333333,42.4,11.91750815,-25.16666667,10.9871422,-39.4,4.725,35.85,Norte América,1900-2015
292,1960,18.75,42.4,12.15775684,-22.2,10.87918187,-34.27142857,4.916666667,26.15,Norte América,1900-2015
293,1961,18.05,44.1,11.50812375,-26.86666667,10.38914867,-37.075,4.633333333,26.33333333,Norte América,1900-2015
294,1962,18.54142857,40.6,12.07509276,-30.4,10.89730354,-40,4.981666667,25.975,Norte América,1900-2015
295,1963,19.96666667,42.4,12.47208222,-30.73333333,11.41365836,-38.23333333,5.566666667,26.15,Norte América,1900-2015
296,1964,18.88,43.5,11.42634286,-30.2,10.56080906,-38.9,4.716666667,28.98333333,Norte América,1900-2015
297,1965,18.45,43.3,11.5163281,-30.6,10.60075767,-39.12,4.928571429,26.15,Norte América,1900-2015
298,1966,18.21833333,44.4,11.88470248,-32.03333333,10.67252306,-40,4.4,28.9,Norte América,1900-2015
299,1967,18.3,41.02857143,11.25927197,-27.2375,10.22206879,-39.43333333,4.6,55.32222222,Norte América,1900-2015
300,1968,18.4625,41.3,11.67676065,-32.6,10.65554862,-40.34,4.88,26.7,Norte América,1900-2015
301,1969,18,42.88333333,11.96473473,-31.675,10.68146249,-40.95,4.575,26.1,Norte América,1900-2015
302,1970,18.1599359,43.15,12.29208578,-31.1,11.17306898,-39.975,4.9,26.4,Norte América,1900-2015
303,1971,19.125,43.71666667,12.00321954,-31.1,10.71513409,-36.86666667,4.833333333,25.6,Norte América,1900-2015
304,1972,18.02,49.025,12.12546268,-32.8,11.00460492,-42.9,4.78,30.7,Norte América,1900-2015
305,1973,18.66,42.225,11.35332112,-25.64285714,10.17686657,-36.68,5.46,29.2,Norte América,1900-2015
306,1974,18.75,42.25,11.28588132,-28.35,10.05155936,-37.68,4.8,28.05,Norte América,1900-2015
307,1975,18.725,42.8,11.67057102,-28.05,10.52613525,-34.88,5,28.3,Norte América,1900-2015
308,1976,18.75,40.98,11.5134691,-28.6,10.62164555,-39.83333333,4.15,26.7,Norte América,1900-2015
309,1977,19.3,41.66,12.2931037,-31.85,11.36477182,-42.45,5.78,27.1,Norte América,1900-2015
310,1978,18.25,43.34,12.76551791,-27.75,11.55416155,-35.93333333,4.633333333,27.25,Norte América,1900-2015
311,1979,18.53333333,41.35714286,12.32690583,-27.45,11.33753008,-39.83333333,4.66,26.4,Norte América,1900-2015
312,1980,18.3,43.5,12.15923379,-29.75,10.80207034,-36.04,4.6,29.7,Norte América,1900-2015
313,1981,18.53333333,42.4,11.07617525,-26.52222222,10.23200742,-36.47777778,5.157142857,27.8,Norte América,1900-2015
314,1982,18.43666667,41.97857143,11.90661136,-29.88,11.13792541,-39.43333333,5.366666667,33.3,Norte América,1900-2015
315,1983,17.23333333,42.43333333,12.2563531,-33.9,10.53353209,-42.15,4.833333333,28.35,Norte América,1900-2015
316,1984,17.5,43.05,11.5163346,-28.3,10.39166463,-38.53333333,4.8,27.8,Norte América,1900-2015
317,1985,18.81428571,42.11666667,12.40966524,-28.55,11.3639236,-37.22,5.55,27.2,Norte América,1900-2015
318,1986,18.9,42.76666667,11.2500506,-26,10.21248922,-35.55,5.766666667,27.5,Norte América,1900-2015
319,1987,19.1,40.3,10.98434769,-20.28333333,9.697828374,-33.7,5.3,27.4,Norte América,1900-2015
320,1988,18.65,42.8,12.18030722,-26.83333333,10.91314109,-38.3,4.455555556,27.8,Norte América,1900-2015
321,1989,18.82857143,41.4,12.19279519,-33.7,11.31233956,-40.73333333,4.633333333,26.83333333,Norte América,1900-2015
322,1990,18.9,43.34285714,10.83670112,-32.55,10.07763389,-38.6,5.55,27.25,Norte América,1900-2015
323,1991,18.86666667,42.625,11.55219489,-26.35,10.58004121,-35.38333333,5.4,27.75,Norte América,1900-2015
324,1992,18.13333333,40.56666667,10.63461765,-32.9,9.281866073,-41,5,27.23333333,Norte América,1900-2015
325,1993,17.03333333,40.7,11.60171927,-25.2,10.59211003,-37.55,4.466666667,28.35,Norte América,1900-2015
326,1994,18.86666667,43.33333333,11.8140493,-30.4,10.80114487,-40.6,5.525,26.5,Norte América,1900-2015
327,1995,18,42.6,11.77711493,-24.63333333,10.54080214,-32.85,4.975,27.76666667,Norte América,1900-2015
328,1996,17.5,42.41666667,12.22062487,-32.5,11.172205,-42.925,4.7,26.7,Norte América,1900-2015
329,1997,17.76666667,42.21818182,11.44217545,-31.55,10.17205783,-40.56666667,4.725,26.68,Norte América,1900-2015
330,1998,18.9,42.8,11.09318741,-30.5,9.722586898,-35.8,6.3,28.05,Norte América,1900-2015
331,1999,19.15,42.6,10.83362776,-22.4,9.84907934,-33.7,5,28.6,Norte América,1900-2015
332,2000,18.99411765,42.03333333,11.70395352,-23.6,10.5874907,-33.9,5.425,27.2,Norte América,1900-2015
333,2001,18.9,41.5,11.2165007,-20.2,10.09284845,-31.86666667,5.775,27.5,Norte América,1900-2015
334,2002,17.76666667,43.3,11.34411673,-22.45,10.29388743,-32.85,4.45,27.25,Norte América,1900-2015
335,2003,18.65,42.43333333,11.67078526,-25.3,10.5341412,-36.925,5.425,26.95,Norte América,1900-2015
336,2004,18.67272727,39.8,11.16696801,-30.825,10.32303167,-39.975,5.785714286,26.1,Norte América,1900-2015
337,2005,18.78,42.8,11.70874571,-27.5,10.55544507,-38.73333333,5.476388889,26.95,Norte América,1900-2015
338,2006,18.5,45,10.70734361,-23.6,9.585532324,-32.76666667,5.563636364,28.1,Norte América,1900-2015
339,2007,19.7,42.6,12.15025362,-24.1,10.80293586,-34.63333333,6.1,28.35,Norte América,1900-2015
340,2008,18.18397436,43.3,11.787033,-29.6,10.77997081,-39.81111111,4.78,26.68,Norte América,1900-2015
341,2009,17.9125,42.03333333,11.44110288,-28.62222222,10.60264741,-39.41111111,5.166666667,27.07142857,Norte América,1900-2015
342,2010,18.65,42.8,12.11009718,-25.575,10.7504498,-36.1,5.34,27.8,Norte América,1900-2015
343,2011,17.8,44.43333333,11.77380053,-24.05,10.72672968,-36.02,5.15,28.6,Norte América,1900-2015
344,2012,19.8,44.15,11.05426084,-27.8,9.723792219,-34.8,6.053571429,28.05,Norte América,1900-2015
345,2013,18.05,42.25,11.91048591,-29.15,10.96991499,-34.25,4.833333333,27.03333333,Norte América,1900-2015
346,2014,18.33333333,41.65,12.12850494,-28.25,11.3763058,-37.35,5.02,27.25,Norte América,1900-2015
347,2015,19.6,41.4,11.48482311,-25.15,10.79371051,-32.675,6.35,27.25,Norte América,1900-2015
0,1950,13.65,40,9.384091173,-20.7,7.553373989,-29.5,5.5,27.8,Europa,1950-2015
1,1951,13,40,8.488249795,-13.7,6.72562107,-25.65,5.1,27.6,Europa,1950-2015
2,1952,12.6,42.6,9.344863135,-15.9,7.275259527,-22.65,4.9,25,Europa,1950-2015
3,1953,14.15,38,8.91973292,-19.3,7.079678229,-27.8,5.7,25.4,Europa,1950-2015
4,1954,12.76666667,38,9.054824644,-17.4,7.605069194,-26.25,5,25.4,Europa,1950-2015
5,1955,12.5,39.2,9.426599578,-15.3,8.019415995,-28.2,4.9,24.5,Europa,1950-2015
6,1956,12.3,39.6,9.489432275,-24.3,8.252971886,-32.55,4.7,26.7,Europa,1950-2015
7,1957,12.8,40,8.540614117,-13.7,6.901259432,-24.4,5.2,25,Europa,1950-2015
8,1958,12.8,39.5,9.196517797,-14.85,7.708997247,-26.55,5.4,23.7,Europa,1950-2015
9,1959,14.1,39.5,8.94015616,-17.85,7.039142027,-27.1,5.2,24.9,Europa,1950-2015
10,1960,13,36.7,8.863612472,-13.7,7.213600888,-25.55,5.6,24,Europa,1950-2015
11,1961,14.4,41.2,8.754586971,-14.35,7.15131174,-23.35,6.4,29,Europa,1950-2015
12,1962,12.2,39.4,9.227785298,-17.4,7.644183256,-26.6,4.6,25.2,Europa,1950-2015
13,1963,13.1,36.4,10.04890616,-17.8,8.810511484,-29.05,5.6,26,Europa,1950-2015
14,1964,12.8,39.2,9.479675317,-16.55,7.45039175,-23.8,5.2,26,Europa,1950-2015
15,1965,12.6,39,8.959412618,-18.95,7.383471838,-27.55,5,25,Europa,1950-2015
16,1966,13.3,39.6,9.489090471,-20.75,7.776643925,-34.1,5.7,26,Europa,1950-2015
17,1967,13.4,39.8,8.929221225,-20.35,7.17286887,-27.5,5.8,26,Europa,1950-2015
18,1968,13.4,39.2,9.441269876,-18,7.673959186,-27.9,5.6,27,Europa,1950-2015
19,1969,13,39.2,9.918457335,-20,8.189115806,-27.7,5.4,25,Europa,1950-2015
20,1970,12.4,38.6,9.765161845,-18.6,7.981035516,-31.9,5.3,25,Europa,1950-2015
21,1971,13.05,38.8,8.999293074,-17.1,7.387848243,-25.3,5.2,24,Europa,1950-2015
22,1972,12.5,36.2,8.428069164,-15.9,6.824107489,-20.7,4.9,24,Europa,1950-2015
23,1973,12.3,38.6,9.113316319,-17.45,7.196674928,-24.9,4.5,24.4,Europa,1950-2015
24,1974,12.62222222,39,7.878824261,-13.2,6.037856779,-19.5,5.15,26,Europa,1950-2015
25,1975,12.4,39,8.65168629,-8.9,6.841948817,-20.775,5.275,25,Europa,1950-2015
26,1976,12.8,38.6,9.434790156,-18.5,7.541232373,-25.4,5,26,Europa,1950-2015
27,1977,13.13611111,35.4,8.338205521,-12.2,6.69710167,-24.2,5.6,23,Europa,1950-2015
28,1978,12.5,39.5,8.930488186,-21.5,7.351176736,-35.15,5.4,26.8,Europa,1950-2015
29,1979,12.4,40.6,9.357346934,-20.3,7.75618801,-33.6,5.1,28.2,Europa,1950-2015
30,1980,12.5,38.2,9.141449088,-17.8,7.730260502,-29.85,4.892857143,25.2,Europa,1950-2015
31,1981,13.45,39.6,9.352657875,-17.65,7.851762438,-26.15,5.8,24.4,Europa,1950-2015
32,1982,13.3,42.8,9.176991649,-20.85,7.464912984,-30,5.6,26.8,Europa,1950-2015
33,1983,13.46666667,39.4,9.073164256,-13.2,7.349862299,-21.45,6.1,6.1,Europa,1950-2015
34,1984,12.8,38.6,8.508139308,-14.7,6.869459894,-24.05,5.575,26,Europa,1950-2015
35,1985,13,38,10.12365359,-22.05,8.580994529,-32.3,5.3,25,Europa,1950-2015
36,1986,12.8,38,9.419029303,-19.35,7.880042926,-28.1,5.4,25,Europa,1950-2015
37,1987,12.7,40.4,9.587099422,-26.2,8.348943252,-29.85,5.6,26.5,Europa,1950-2015
38,1988,13.6,39.8,8.645460545,-15.9,6.96419962,-21.75,6.133333333,26.9,Europa,1950-2015
39,1989,14.1,39,8.369278401,-20.7,6.646159425,-26.9,6.2,25.7,Europa,1950-2015
40,1990,14.3,39.4,8.295544466,-9,6.465542571,-17,6.3,25.8,Europa,1950-2015
41,1991,13,40.4,8.9252458,-17,7.275346403,-23.9,5.1,25.3,Europa,1950-2015
42,1992,13.2,38.6,8.855508157,-12.4,6.849932959,-18.4,5.5,25,Europa,1950-2015
43,1993,13.3,40.6,8.71509502,-13.2,6.991403123,-21.25,5.6,25,Europa,1950-2015
44,1994,13.6,41.4,9.02601041,-16.25,7.195250019,-25.15,6.1,25.2,Europa,1950-2015
45,1995,13.5,40.6,9.353860822,-17.15,7.561626794,-24.5,6,25.4,Europa,1950-2015
46,1996,12.8,37.8,9.554711601,-15.2,7.962413897,-23.95,5.4,24.4,Europa,1950-2015
47,1997,13.6,37.4,9.167389946,-14.3,7.518814116,-22.5,5.6,24.3,Europa,1950-2015
48,1998,13.4,38.6,8.825688397,-13.4,7.217922552,-22.9,6.2,28,Europa,1950-2015
49,1999,14.1,39,9.039697845,-19.8,7.282571668,-29.7,6.4,25.8,Europa,1950-2015
50,2000,14.2,39.7,8.362175695,-12.7,6.56736929,-28.2,6.9,25.4,Europa,1950-2015
51,2001,13.8,40.6,9.247710036,-16.03333333,7.585570118,-25.5,6.4,25.7,Europa,1950-2015
52,2002,13.9,38.8,8.913026797,-15.25,7.261364048,-23.5,6.3,24.2,Europa,1950-2015
53,2003,14.125,40.6,9.770274177,-17.6,8.028777689,-28.2,5.783333333,25.8,Europa,1950-2015
54,2004,13.8,39.2,8.899782862,-15.25,7.278209097,-22.55,6.1,29.9,Europa,1950-2015
55,2005,14.3,39.6,9.20309284,-13.6,7.570199988,-25.3,6.025,26.1,Europa,1950-2015
56,2006,14.8,39.3,9.619311209,-13.6,7.91471141,-24.7,7,25.8,Europa,1950-2015
57,2007,14.4,39,8.462645919,-14.05,6.72793979,-24.7,6.1,30.1,Europa,1950-2015
58,2008,13.8,39,8.534135592,-9.4,6.714128279,-22,5.9,25,Europa,1950-2015
59,2009,14.5,38.8,9.479881785,-16.4,7.595137162,-24.2,6.2,27.1,Europa,1950-2015
60,2010,13.1,40.4,10.34126056,-21.3,8.644759427,-26.6,5.3,28.2,Europa,1950-2015
61,2011,15.1,39.9,8.860794361,-14.4,7.16609553,-26.05,6.6,24.7,Europa,1950-2015
62,2012,13.7,41,9.434865843,-17.9,7.672819278,-29.4,5.8,27.1,Europa,1950-2015
63,2013,13.6,38.6,9.393052083,-14.2,7.619056611,-22.9,6.1,26.7,Europa,1950-2015
64,2014,15.2,38.4,8.44460284,-10.85,6.606629857,-18.8,7,24.8,Europa,1950-2015
65,2015,14.4,40.2,8.608116587,-9.7,6.741468827,-17.95,6.2,26.7,Europa,1950-2015
66,1950,24.3,43.9,6.665631142,6.55,6.184670686,-2.65,13,28.6,Oceanía,1950-2015
67,1951,24.8,44.8,7.258602076,7.233333333,6.381969393,-4,12.6,29.5,Oceanía,1950-2015
68,1952,24.05,44.2,7.147654485,6.933333333,6.586169158,-4.1,12.3,30.6,Oceanía,1950-2015
69,1953,24.7,46.1,7.001715669,7.8,6.540918525,-3,12.25833333,29.2,Oceanía,1950-2015
70,1954,24.55,44.8,6.845607641,8,6.424413581,-3.25,12.8,29.9,Oceanía,1950-2015
71,1955,24.24166667,44,7.095109916,7.033333333,6.470514823,-2.3,12.8,30.7,Oceanía,1950-2015
72,1956,23.85,43.9,7.143777156,7.7,6.598085394,-3.2,12.25,28.5,Oceanía,1950-2015
73,1957,25.1,44,6.91102963,7.9,6.476262261,-4.466666667,12.3,29.8,Oceanía,1950-2015
74,1958,24.9,43.35,7.029891453,8.1,6.550570428,-3.6,12.9,29.3,Oceanía,1950-2015
75,1959,24.95,46.6,6.527988125,7.3,6.562142648,-3.5,12.9,30.3,Oceanía,1950-2015
76,1960,24.25,45.5,7.197624147,6.3,6.684777298,-2.7,12.2,32.8,Oceanía,1950-2015
77,1961,25.3,46,6.800650172,6.2,6.434601184,-3.8,13.1,32.6,Oceanía,1950-2015
78,1962,25.1,44.9,6.700870698,5.1,6.372519268,-3.266666667,12.73333333,29.1,Oceanía,1950-2015
79,1963,25.05,44.5,6.796564936,6.1,6.199933458,-3.2,13.2,30,Oceanía,1950-2015
80,1964,24.5,45.1,6.822621074,8.5,6.404022775,-2.5,12.45,30.1,Oceanía,1950-2015
81,1965,25.3,44.6,7.03165469,7.3,6.392921935,-4.3,13.1,30.4,Oceanía,1950-2015
82,1966,24.5,42.6,6.989824414,3.7,6.471233643,-3.2,12.8,30.5,Oceanía,1950-2015
83,1967,25.1,44,6.598127772,9.1,6.391869556,-3.3,13,30.9,Oceanía,1950-2015
84,1968,24.62916667,46.6,7.305666141,5,6.67755008,-2.4,13.1,30.2,Oceanía,1950-2015
85,1969,25,45.7,6.941361127,8.3,6.626523496,-3.4,12.83333333,30.6,Oceanía,1950-2015
86,1970,24.9,44.2,7.042119143,6.65,6.758097283,-3.5,12.4,31.56,Oceanía,1950-2015
87,1971,24.96666667,43.3,6.849027839,6.633333333,6.724397869,-3.9,12.75,31.1,Oceanía,1950-2015
88,1972,25.43333333,45,6.699643532,6.8,6.512176989,-4.7,12.8,30.3,Oceanía,1950-2015
89,1973,25.5,47.2,6.885554212,6.95,6.540608112,-1.6,13.76666667,31.6,Oceanía,1950-2015
90,1974,24.41666667,41.85,6.498978045,7.366666667,6.420053562,-4.533333333,13.155,29,Oceanía,1950-2015
91,1975,25.03333333,44.8,6.629094498,6.75,6.391601682,-4.8,13.1,29.8,Oceanía,1950-2015
92,1976,24.8,47.3,6.538724839,7.95,6.675578906,-7.5,12.46666667,29.48,Oceanía,1950-2015
93,1977,25.5,44,6.901786825,7.05,6.729439409,-6.2,12.75,29.7,Oceanía,1950-2015
94,1978,24.75,44.6,7.055796926,6.45,6.511520596,-2.7,12.82083333,30,Oceanía,1950-2015
95,1979,25.3,47.8,7.082711094,9.2,6.673913118,-3.9,13.13666667,30.3,Oceanía,1950-2015
96,1980,25.9,46.4,7.036104273,7.2,6.476426433,-2.55,13.2,30,Oceanía,1950-2015
97,1981,25.4,45.5,6.99240514,7.5,6.467707912,-3,13.1,29.5,Oceanía,1950-2015
98,1982,25.4,47.7,6.937522219,8,6.948161747,-5.25,12.7875,33.85,Oceanía,1950-2015
99,1983,24.8,46.5,7.041278706,6.45,6.628472669,-5.5,13.35,30.3,Oceanía,1950-2015
100,1984,24.6,44,6.68145645,4.2,6.487323567,-4.9,12.55,29.1,Oceanía,1950-2015
101,1985,24.9,43.9,6.880021602,8.3,6.677641348,-3.4,13,30.8,Oceanía,1950-2015
102,1986,24.75,45.8,7.097712809,6.75,6.558503836,-3.5,12.7,30.6,Oceanía,1950-2015
103,1987,25.3,45.5,6.925610556,8.05,6.716290318,-3.1,13,31.2,Oceanía,1950-2015
104,1988,25.5,44.5,6.775751537,7.5,6.295821215,-1.9,13.7,31.7,Oceanía,1950-2015
105,1989,24.8,43.7,7.095296331,5.85,6.647152262,-5.2,13.5,29.6,Oceanía,1950-2015
106,1990,25.2,47.9,7.21537691,7.6,6.572649504,-2.2,13.4,29.7,Oceanía,1950-2015
107,1991,26,45.6,6.847941594,7.65,6.354412517,-1.25,13,30.8,Oceanía,1950-2015
108,1992,24.5,43.4,6.971574508,7.85,6.61064061,-2.25,13.4,29.3,Oceanía,1950-2015
109,1993,25,45.15,6.746012915,7.2,6.407419115,-2.2,13.4,30.1,Oceanía,1950-2015
110,1994,25.5,45.5,6.869560895,7.25,6.531546732,-3.05,12.5,30.4,Oceanía,1950-2015
111,1995,25,42.8,6.98559891,6.8,6.473530984,-2.9,13.13333333,29.3,Oceanía,1950-2015
112,1996,25.3,45.35,6.944807769,7.45,6.362828693,-1.4,12.9,30.1,Oceanía,1950-2015
113,1997,25.45,45.8,6.998954504,8.35,6.62106316,-4.05,13.4,29.1,Oceanía,1950-2015
114,1998,25.5,44.8,7.244627112,6,6.615617419,-3.65,13.52916667,29.5,Oceanía,1950-2015
115,1999,25.3,45,6.582795569,8.85,6.331195899,-3.8,13.36666667,30.7,Oceanía,1950-2015
116,2000,25.4,44.2,6.646919653,6.9,6.450641023,-1.55,13.5,29.15,Oceanía,1950-2015
117,2001,25.53333333,47.8,6.748523679,9.1,6.547722818,-3.1,12.7,30.9,Oceanía,1950-2015
118,2002,25.94166667,44.3,6.870379262,9.06,6.545401373,-4.1,12.9,29.5,Oceanía,1950-2015
119,2003,25.7,44.6,7.068415494,7.46,6.532698057,-2.5,13.3,29.8,Oceanía,1950-2015
120,2004,25.8,47.3,7.109538103,6.8,6.625428999,-3.3,12.875,30,Oceanía,1950-2015
121,2005,25.6,45.1,7.025885777,7.76,6.532438937,-2.2,13.42916667,30.7,Oceanía,1950-2015
122,2006,25.83666667,47.4,6.924497811,8,6.857823447,-5.1,13,33.3,Oceanía,1950-2015
123,2007,26.2,45.1,6.947711398,8.6,6.571784093,-3.4,13.66666667,30.4,Oceanía,1950-2015
124,2008,25.3,43.9,6.918941694,8.1,6.539395251,-3.4,13.13333333,29.6,Oceanía,1950-2015
125,2009,26.3,47.5,7.167448621,7.5,6.446771225,-2.6,13.5,32.9,Oceanía,1950-2015
126,2010,25.3,45.6,6.968341015,6.3,6.75051678,-3.2,13.9,30.5,Oceanía,1950-2015
127,2011,25,47.2,6.456344493,8.3,6.419792097,-4.7,13.2,29.8,Oceanía,1950-2015
128,2012,25.4,46.2,6.896456944,8.6,6.673263991,-5.2,13.1,30,Oceanía,1950-2015
129,2013,26.16333333,46.3,6.981062095,7.98,6.351044042,-3.25,13.9,30.5,Oceanía,1950-2015
130,2014,25.9,46,6.866850299,7.5,6.506582032,-3.3,13.7,29.75,Oceanía,1950-2015
131,2015,26.03333333,46.8,7.25128134,8,6.713493882,-5,13.7,31.9,Oceanía,1950-2015
132,1950,19.6,52.8,11.91946689,-44.4,11.00378895,-47.8,5.3,33.33333333,Norte América,1950-2015
133,1951,19.1,46.95,12.19184319,-51.1,11.13085747,-47.5,5,32.2,Norte América,1950-2015
134,1952,19.66,46.65,11.87601168,-41.95,10.49876523,-48.35,5,36.4962957,Norte América,1950-2015
135,1953,19.75,46.1,11.24947548,-44.4,9.908036758,-46.65,5.366666667,31.95,Norte América,1950-2015
136,1954,19.43333333,48.05,11.62715879,-42.68765091,10.44061341,-47.8,5.3,36.62184022,Norte América,1950-2015
137,1955,19.78,46.95,12.42490074,-46.7,11.30159996,-50.6,5.358125,31.65,Norte América,1950-2015
138,1956,19.7,45.6,11.93378741,-42.8,10.68969611,-51.7,5.125,37.19408833,Norte América,1950-2015
139,1957,18.75,48.05,11.49865514,-43.3,10.56099891,-47.5,5.825,32.5,Norte América,1950-2015
140,1958,19.15,47.5,11.7245031,-43.9,10.54019245,-46.95,5.366666667,31.65,Norte América,1950-2015
141,1959,18.9,47.2,11.84688137,-38.9,10.97590431,-45.55,5,35.85,Norte América,1950-2015
142,1960,19.27,47.03333333,12.19218346,-42.75,10.9021472,-49.45,5.071428571,30.6,Norte América,1950-2015
